codice_articolo,tipo_collo_1,tipo_collo_2,unita_misura_2,operatore_conversione,fattore_conversione
783802352           ,REP05,,,*,0.0000
7864                ,REP05,     ,,*,0.0000
7880263             ,REP05,     ,,*,0.0000
8011473364270       ,,,,*,0.0000
80160016            ,REP05,,,*,0.0000
80160018            ,REP05,,,*,0.0000
80160020            ,REP05,     ,,*,0.0000
80160026            ,REP05,,,*,0.0000
802/5               ,,,,*,0.0000
8030NORD2-44        ,REP05,,,*,0.0000
8030NORD2-46        ,REP05,     ,,*,0.0000
8030NORD2-48        ,REP05,     ,,*,0.0000
8030NORD2-50        ,REP05,     ,,*,0.0000
8030NORD2-52        ,REP05,     ,,*,0.0000
8030NORD2-54        ,REP05,     ,,*,0.0000
8030NORD2-56        ,REP05,     ,,*,0.0000
8030NORD2-64        ,REP05,     ,,*,0.0000
8030NORD2-66        ,REP05,     ,,*,0.0000
8030NORD-44         ,REP05,     ,,*,0.0000
8030NORD-46         ,REP05,     ,,*,0.0000
8030NORD-48         ,REP05,     ,,*,0.0000
8030NORD-50         ,REP05,     ,,*,0.0000
8030NORD-52         ,REP05,     ,,*,0.0000
8030NORD-54         ,REP05,     ,,*,0.0000
8030NORD-56         ,REP05,     ,,*,0.0000
8030NORD-58         ,REP05,     ,,*,0.0000
8030NORD-60         ,REP05,     ,,*,0.0000
8030NORD-64         ,REP05,     ,,*,0.0000
8030SUD-42          ,REP05,     ,,*,0.0000
8030SUD-44          ,REP05,     ,,*,0.0000
8030SUD-46          ,REP05,     ,,*,0.0000
8030SUD-48          ,REP05,     ,,*,0.0000
8030SUD-50          ,REP05,     ,,*,0.0000
8030SUD-52          ,REP05,     ,,*,0.0000
8030SUD-54          ,REP05,     ,,*,0.0000
8030SUD-56          ,REP05,     ,,*,0.0000
80400324            ,REP05,     ,,*,0.0000
8070HDAM-2X         ,REP05,     ,,*,0.0000
8070HDAM-L          ,REP05,     ,,*,0.0000
8070HDAM-M          ,REP05,     ,,*,0.0000
8070HDAM-XL         ,REP05,     ,,*,0.0000
8096P340RAPID       ,REP05,     ,,*,0.0000
8099080TR           ,REP05,     ,,*,0.0000
8099360N            ,REP05,,,*,0.0000
8099360R            ,REP05,     ,,*,0.0000
8099360TR           ,REP05,,,*,0.0000
8099750COMBY        ,REP05,     ,,*,0.0000
8099750PFLEXALL     ,REP05,     ,,*,0.0000
8099M500BI          ,REP05,     ,,*,0.0000
8099M500CRIS        ,REP05,     ,,*,0.0000
8099M500GR          ,REP05,     ,,*,0.0000
8099M500NE          ,REP05,,,*,0.0000
81/7                ,REP05,,,*,0.0000
812CINA2X           ,REP05,     ,,*,0.0000
812CINAXL           ,REP05,     ,,*,0.0000
813P-2XL            ,REP05,     ,,*,0.0000
813P-XL             ,REP05,     ,,*,0.0000
8160topxl           ,REP05,,,*,0.0000
8195800             ,REP05,     ,,*,0.0000
8209282894          ,REP05,     ,,*,0.0000
8209303094          ,REP05,     ,,*,0.0000
8209304094          ,REP05,     ,,*,0.0000
8209353594          ,REP05,     ,,*,0.0000
8230                ,REP05,,,*,0.0000
8271DWPE/XMAS1      ,REP05,,,*,0.0000
82R6030409C         ,REP05,     ,,*,0.0000
82R6030609C         ,REP05,     ,,*,0.0000
82RA840709.F        ,REP05,     ,,*,0.0000
83003333H           ,REP05,     ,,*,0.0000
830PILHV/T-M        ,REP05,,,*,0.0000
838050              ,REP05,     ,,*,0.0000
839050              ,REP05,     ,,*,0.0000
842028287           ,REP05,     ,,*,0.0000
845HV-54            ,REP05,     ,,*,0.0000
845HV-56            ,REP05,     ,,*,0.0000
848070              ,REP05,     ,,*,0.0000
849070              ,REP05,     ,,*,0.0000
85074001            ,REP05,,,*,0.0000
85130               ,REP05,     ,,*,0.0000
85140D              ,REP05,     ,,*,0.0000
85140S              ,REP05,     ,,*,0.0000
85371D28N           ,REP05,     ,,*,0.0000
85371S28N           ,REP05,     ,,*,0.0000
85418006            ,REP05,     ,,*,0.0000
85421001            ,REP05,     ,,*,0.0000
861                 ,REP05,,,*,0.0000
862                 ,REP05,     ,,*,0.0000
870025              ,REP05,     ,,*,0.0000
870030              ,REP05,     ,,*,0.0000
878                 ,REP05,     ,,*,0.0000
878A                ,REP05,     ,,*,0.0000
8796                ,REP05,     ,,*,0.0000
88/I/3              ,REP05,,,*,0.0000
88/P/2              ,,,,*,0.0000
88/P/3              ,,,,*,0.0000
88150014            ,REP05,,,*,0.0000
88150025            ,REP05,     ,,*,0.0000
88150047            ,REP05,     ,,*,0.0000
88150061            ,REP05,,,*,0.0000
88150068            ,REP05,     ,,*,0.0000
88150079            ,REP05,     ,,*,0.0000
88150091            ,REP05,,,*,0.0000
88174006            ,REP05,     ,,*,0.0000
882MSR50            ,REP05,,,*,0.0000
8830                ,REP05,     ,,*,0.0000
8838                ,REP05,     ,,*,0.0000
890060201           ,REP05,     ,,*,0.0000
89086               ,REP05,     ,,*,0.0000
8910101             ,REP05,     ,,*,0.0000
8910201             ,REP05,     ,,*,0.0000
893COL/5            ,REP05,     ,,*,0.0000
893ET-2X            ,REP05,     ,,*,0.0000
893ET-L             ,REP05,     ,,*,0.0000
893ET-M             ,REP05,     ,,*,0.0000
893ET-S             ,REP05,     ,,*,0.0000
893ET-XL            ,REP05,     ,,*,0.0000
893TOP-2X           ,REP05,     ,,*,0.0000
893TOP-L            ,REP05,     ,,*,0.0000
893TOP-M            ,REP05,     ,,*,0.0000
893TOP-S            ,REP05,     ,,*,0.0000
893TOP-XL           ,REP05,     ,,*,0.0000
894ET-2X            ,REP05,     ,,*,0.0000
894ET-L             ,REP05,     ,,*,0.0000
894ET-M             ,REP05,     ,,*,0.0000
894ET-XL            ,REP05,     ,,*,0.0000
894TOP-XL           ,REP05,     ,,*,0.0000
895ET-2X            ,REP05,     ,,*,0.0000
895ET-L             ,REP05,     ,,*,0.0000
895ET-M             ,REP05,     ,,*,0.0000
895ET-S             ,REP05,     ,,*,0.0000
895ET-XL            ,REP05,     ,,*,0.0000
895TOP-2X           ,REP05,     ,,*,0.0000
895TOP-L            ,REP05,     ,,*,0.0000
895TOP-M            ,REP05,     ,,*,0.0000
895TOP-XL           ,REP05,     ,,*,0.0000
896ET-2X            ,REP05,     ,,*,0.0000
896ET-L             ,REP05,     ,,*,0.0000
896ET-M             ,REP05,     ,,*,0.0000
896ET-S             ,REP05,     ,,*,0.0000
896ET-XL            ,REP05,     ,,*,0.0000
897                 ,REP05,     ,,*,0.0000
898                 ,REP05,     ,,*,0.0000
89C755D000          ,REP05,     ,,*,0.0000
89C755S000          ,REP05,,,*,0.0000
89C855D000M         ,REP05,     ,,*,0.0000
89C855S000M         ,REP05,,,*,0.0000
90010L0153N         ,REP04,,,*,0.0000
90010L0153R         ,REP04,     ,,*,0.0000
900208500           ,REP05,     ,,*,0.0000
9032                ,REP05,,,*,0.0000
9035BLU-XL          ,REP05,,,*,0.0000
9040807501          ,REP05,     ,,*,0.0000
9042121501          ,REP05,     ,,*,0.0000
9042125001          ,REP05,     ,,*,0.0000
90620630201         ,REP05,     ,,*,0.0000
90620840201         ,REP05,     ,,*,0.0000
90650806001         ,REP05,,,*,0.0000
90650808001         ,REP05,     ,,*,0.0000
90650810001         ,REP05,,,*,0.0000
90650812001         ,REP05,,,*,0.0000
90651008001         ,REP05,     ,,*,0.0000
90651010001         ,REP05,,,*,0.0000
90651011501         ,REP05,,,*,0.0000
90651013501         ,REP05,     ,,*,0.0000
90651016001         ,REP05,     ,,*,0.0000
90651024001         ,REP05,,,*,0.0000
90660808001         ,REP05,,,*,0.0000
90660810001         ,REP05,,,*,0.0000
90660812001         ,REP05,,,*,0.0000
90661008001         ,REP05,,,*,0.0000
90661010001         ,REP05,     ,,*,0.0000
90661011501         ,REP05,,,*,0.0000
90661020001         ,REP05,     ,,*,0.0000
90661024001         ,REP05,,,*,0.0000
9100391             ,REP05,     ,,*,0.0000
9150/040            ,REP05,     ,,*,0.0000
92582520L0          ,REP05,,,*,0.0000
93/3                ,REP05,,,*,0.0000
93010001            ,REP05,,,*,0.0000
93060001            ,REP05,,,*,0.0000
93061001            ,REP05,,,*,0.0000
93062001            ,REP05,,,*,0.0000
93063001            ,REP05,,,*,0.0000
93120002            ,REP05,,,*,0.0000
93160001            ,REP05,,,*,0.0000
93161001            ,REP05,,,*,0.0000
935005              ,REP05,     ,,*,0.0000
936003              ,REP05,     ,,*,0.0000
936006              ,REP05,     ,,*,0.0000
936009              ,REP05,     ,,*,0.0000
940/10              ,REP05,,,*,0.0000
940/5               ,REP05,,,*,0.0000
94001C              ,REP05,     ,,*,0.0000
9403J               ,REP05,,,*,0.0000
94077214DN          ,REP05,     ,,*,0.0000
94077214SN          ,REP05,     ,,*,0.0000
94077779DN          ,REP05,     ,,*,0.0000
94077779SN          ,REP05,     ,,*,0.0000
942540028           ,REP05,,,*,0.0000
95087001            ,REP05,     ,,*,0.0000
9557HNRGZ           ,REP05,,,*,0.0000
9558HNRGZ           ,REP05,,,*,0.0000
9564HZ              ,REP05,,,*,0.0000
9565CVR             ,REP05,,,*,0.0000
9565CVRX2           ,REP05,,,*,0.0000
961701B4N           ,REP05,     ,,*,0.0000
963901B4N.0KA       ,REP05,     ,,*,0.0000
963920902           ,REP05,     ,,*,0.0000
9650253050          ,REP05,,,*,0.0000
966003              ,REP05,     ,,*,0.0000
967A                ,REP05,     ,,*,0.0000
97010001            ,REP05,     ,,*,0.0000
97010002            ,REP05,     ,,*,0.0000
97010005            ,REP05,     ,,*,0.0000
97010006            ,REP05,     ,,*,0.0000
97010008            ,REP05,     ,,*,0.0000
97010009            ,REP05,     ,,*,0.0000
97010010            ,REP05,     ,,*,0.0000
97010013            ,REP05,     ,,*,0.0000
97020005            ,REP05,     ,,*,0.0000
97020006            ,REP05,     ,,*,0.0000
97020008            ,REP05,     ,,*,0.0000
97020010            ,REP05,     ,,*,0.0000
97020013            ,REP05,     ,,*,0.0000
974002              ,REP05,     ,,*,0.0000
9821201             ,REP05,     ,,*,0.0000
982C                ,REP05,     ,,*,0.0000
982CP60             ,REP05,     ,,*,0.0000
982CP80             ,REP05,     ,,*,0.0000
983901BFZKA         ,REP05,     ,,*,0.0000
984400501           ,REP05,     ,,*,0.0000
9850                ,REP05,     ,,*,0.0000
9860                ,REP05,     ,,*,0.0000
9865                ,REP05,     ,,*,0.0000
9875                ,REP05,     ,,*,0.0000
9890                ,REP05,     ,,*,0.0000
98AF554             ,REP05,     ,,*,0.0000
9900137             ,REP05,     ,,*,0.0000
9900138             ,REP05,     ,,*,0.0000
993TOP-2X           ,REP05,     ,,*,0.0000
993TOP-L            ,REP05,     ,,*,0.0000
993TOP-M            ,REP05,     ,,*,0.0000
993TOP-XL           ,REP05,     ,,*,0.0000
9960KA              ,REP05,     ,,*,0.0000
998001              ,REP05,     ,,*,0.0000
998012              ,REP05,     ,,*,0.0000
9993                ,REP05,     ,,*,0.0000
9993KA1             ,REP05,     ,,*,0.0000
9993KA2             ,REP05,     ,,*,0.0000
9995270000          ,REP05,,,*,0.0000
9999110001          ,REP05,     ,,*,0.0000
9B58015             ,REP05,     ,,*,0.0000
9B580151            ,REP05,     ,,*,0.0000
9B580152            ,REP05,     ,,*,0.0000
A001/2/12           ,REP05,     ,,*,0.0000
A001/2/16           ,REP05,     ,,*,0.0000
A001/3/16           ,REP05,     ,,*,0.0000
A001/3/18           ,REP05,     ,,*,0.0000
A001/4/22           ,REP05,     ,,*,0.0000
A021                ,REP05,     ,,*,0.0000
A026RB1C45CRSAN     ,REP05,     ,,*,0.0000
A11F060M18C         ,REP05,     ,,*,0.0000
A11F080M18C         ,REP05,     ,,*,0.0000
A11F100M18C         ,REP05,     ,,*,0.0000
A15894500           ,REP05,,,*,0.0000
A-30483             ,REP05,,,*,0.0000
A46MVM              ,REP05,     ,,*,0.0000
A46MVM200           ,REP05,     ,,*,0.0000
A-85634             ,REP05,     ,,*,0.0000
A-85793             ,REP05,     ,,*,0.0000
AAA                 ,,,,*,0.0000
AAC073001ZB         ,REP05,     ,,*,0.0000
AAC073101GR         ,REP05,     ,,*,0.0000
AAC073102GR         ,REP05,     ,,*,0.0000
ABS/2-0598          ,REP05,     ,,*,0.0000
AC057BC             ,REP05,     ,,*,0.0000
ACA034504ZB         ,REP05,     ,,*,0.0000
ACA034505ZB         ,REP05,     ,,*,0.0000
ACA034602ZB         ,REP05,     ,,*,0.0000
ACA034603ZB         ,REP05,     ,,*,0.0000
ACCONTO             ,,,,*,0.0000
ACE010001GRZB       ,REP05,     ,,*,0.0000
ACE010002GRZB       ,REP05,     ,,*,0.0000
ACE011101ZB         ,REP05,     ,,*,0.0000
ACE011102ZB         ,REP05,     ,,*,0.0000
ACE011106ZB         ,REP05,     ,,*,0.0000
ACE011108ZB         ,REP05,     ,,*,0.0000
ACE012501GRZB       ,REP05,     ,,*,0.0000
ACE023801GR         ,REP05,     ,,*,0.0000
ACE023802GR         ,REP05,     ,,*,0.0000
ACE024509GRZB       ,REP05,     ,,*,0.0000
ACE024511GR         ,REP05,     ,,*,0.0000
ACE024512GR         ,REP05,     ,,*,0.0000
ACE026301IX         ,REP05,     ,,*,0.0000
ACIDO1LT            ,REP05,     ,,*,0.0000
AE0313025           ,REP05,     ,,*,0.0000
AE0901035           ,REP05,,,*,0.0000
AH010107AN          ,REP05,     ,,*,0.0000
AH010901AN          ,REP05,     ,,*,0.0000
AH010902AN          ,REP05,     ,,*,0.0000
AH011101            ,REP05,     ,,*,0.0000
AH011101AN          ,REP05,     ,,*,0.0000
AH011201AN          ,REP05,     ,,*,0.0000
AH020103AN          ,REP05,     ,,*,0.0000
AH020107            ,REP05,     ,,*,0.0000
AH020107AN          ,REP05,     ,,*,0.0000
AH020301AN          ,REP05,     ,,*,0.0000
AH020703AN          ,REP05,     ,,*,0.0000
AH020707AN          ,REP05,     ,,*,0.0000
AH020802AN          ,REP05,     ,,*,0.0000
AH020902AN          ,REP05,     ,,*,0.0000
AH024801            ,REP05,     ,,*,0.0000
AH024808            ,REP05,     ,,*,0.0000
AH034002AN          ,REP05,     ,,*,0.0000
AH034011AN          ,REP05,     ,,*,0.0000
AH034301AN          ,REP05,     ,,*,0.0000
AH034401AN          ,REP05,     ,,*,0.0000
AH034403AN          ,REP05,     ,,*,0.0000
AH035104            ,REP05,     ,,*,0.0000
AH035108            ,REP05,     ,,*,0.0000
AH037602            ,REP05,     ,,*,0.0000
AH037982            ,REP05,     ,,*,0.0000
AH050101            ,REP05,     ,,*,0.0000
AH050301            ,REP05,     ,,*,0.0000
AH052801            ,REP05,     ,,*,0.0000
AH060201            ,REP05,     ,,*,0.0000
AH060402            ,REP05,     ,,*,0.0000
AH062702            ,REP05,     ,,*,0.0000
AH0702001A          ,REP05,     ,,*,0.0000
AH071201            ,REP05,     ,,*,0.0000
AH071310            ,REP05,     ,,*,0.0000
AH081809            ,REP05,     ,,*,0.0000
AH120679            ,REP05,     ,,*,0.0000
AH120801            ,REP05,     ,,*,0.0000
AH1509003A          ,REP05,     ,,*,0.0000
AHTPCA0020          ,REP05,     ,,*,0.0000
AIR ONE/EVO2-39     ,REP05,     ,,*,0.0000
AIR ONE/EVO2-40     ,REP05,     ,,*,0.0000
AIR ONE/EVO2-41     ,REP05,     ,,*,0.0000
AIR ONE/EVO2-42     ,REP05,     ,,*,0.0000
AIR ONE/EVO2-43     ,REP05,     ,,*,0.0000
AIR ONE/EVO2-44     ,REP05,     ,,*,0.0000
AIR ONE/EVO2-45     ,REP05,     ,,*,0.0000
AIR ONE/EVO2-46     ,REP05,     ,,*,0.0000
AIRPLUME11          ,REP05,     ,,*,0.0000
AIRPRO2             ,REP05,     ,,*,0.0000
AJ0110080           ,REP05,     ,,*,0.0000
AJ0110140           ,REP05,     ,,*,0.0000
AJ0112080           ,REP05,     ,,*,0.0000
AJ0112110           ,REP05,     ,,*,0.0000
AJ0112130           ,REP05,     ,,*,0.0000
AJ0112160           ,REP05,     ,,*,0.0000
AJ0114080           ,REP05,     ,,*,0.0000
AJ0114110           ,REP05,     ,,*,0.0000
AJ0114160           ,REP05,     ,,*,0.0000
AJ0116145           ,REP05,     ,,*,0.0000
AJ0116180           ,REP05,     ,,*,0.0000
AJ0116200           ,REP05,     ,,*,0.0000
AJ0120170           ,REP05,     ,,*,0.0000
AJ0120220           ,REP05,     ,,*,0.0000
AJ0408095           ,REP05,,,*,0.0000
AJ0408115           ,REP05,     ,,*,0.0000
AJ0410100           ,REP05,,,*,0.0000
AJ0410120           ,REP05,     ,,*,0.0000
AJ0410140           ,REP05,     ,,*,0.0000
AJ0412080           ,REP05,     ,,*,0.0000
AJ0412110           ,REP05,     ,,*,0.0000
AJ0412130           ,REP05,     ,,*,0.0000
AJ0412160           ,REP05,     ,,*,0.0000
AJ0414160           ,REP05,     ,,*,0.0000
AJ0416145           ,REP05,     ,,*,0.0000
AJ0416180           ,REP05,     ,,*,0.0000
ALCALVTRA40FULL     ,REP01,,FG ,/,4.0000
ALCOL ETILICO 1L    ,REP05,     ,,*,0.0000
ALESSANDRO          ,,,,*,0.0000
ANGOLARE01503       ,REP01,REP01,BR ,/,4.0000
ANGOLARE02003       ,REP01,REP01,BR ,/,5.0000
ANGOLARE02004       ,REP01,REP01,BR ,/,7.0000
ANGOLARE02503       ,REP01,REP01,BR ,/,7.0000
ANGOLARE02504       ,REP01,REP01,BR ,/,9.0000
ANGOLARE02505       ,REP01,REP01,BR ,/,11.0000
ANGOLARE03003       ,REP01,REP01,BR ,/,9.0000
ANGOLARE03004       ,REP01,REP01,BR ,/,11.0000
ANGOLARE03005       ,REP01,REP01,BR ,/,14.0000
ANGOLARE03006       ,REP01,REP01,BR ,/,16.0000
ANGOLARE03503       ,REP01,REP01,BR ,/,10.0000
ANGOLARE03504       ,REP01,REP01,BR ,/,13.0000
ANGOLARE03505       ,REP01,REP01,BR ,/,16.0000
ANGOLARE03506       ,REP01,REP01,BR ,/,19.0000
ANGOLARE04003       ,REP01,REP01,BR ,/,15.0000
ANGOLARE04004       ,REP01,REP01,BR ,/,15.0000
ANGOLARE04005       ,REP01,REP01,BR ,/,18.0000
ANGOLARE04006       ,REP01,REP01,BR ,/,22.0000
ANGOLARE04505       ,REP01,REP01,BR ,/,21.0000
ANGOLARE04506       ,REP01,REP01,BR ,/,24.0000
ANGOLARE05003       ,REP01,REP01,BR ,/,14.0000
ANGOLARE05004       ,REP01,REP01,BR ,/,19.0000
ANGOLARE05005       ,REP01,REP01,BR ,/,23.0000
ANGOLARE05006       ,REP01,REP01,BR ,/,27.0000
ANGOLARE06004       ,REP01,REP01,BR ,/,26.0000
ANGOLARE06005       ,REP01,REP01,BR ,/,28.0000
ANGOLARE06006       ,REP01,REP01,BR ,/,33.0000
ANGOLARE06008       ,REP01,REP01,BR ,/,43.0000
ANGOLARE06010       ,REP01,REP01,BR ,/,52.1400
ANGOLARE06506       ,REP01,REP01,BR ,/,36.0000
ANGOLARE06507       ,REP01,REP01,BR ,/,41.0000
ANGOLARE06508       ,REP01,REP01,BR ,/,47.0000
ANGOLARE06509       ,REP01,REP01,BR ,/,52.0000
ANGOLARE07006       ,REP01,REP01,BR ,/,39.0000
ANGOLARE07007       ,REP01,REP01,BR ,/,45.0000
ANGOLARE07008       ,REP01,REP01,BR ,/,51.0000
ANGOLARE08006       ,REP01,REP01,BR ,/,45.0000
ANGOLARE08008       ,REP01,REP01,BR ,/,58.0000
ANGOLARE08010       ,REP01,REP01,BR ,/,72.0000
ANGOLARE10008       ,REP01,REP01,BR ,/,74.0000
ANGOLARE10009       ,REP01,REP01,BR ,/,81.0000
ANGOLARE10010       ,REP01,REP01,BR ,/,91.0000
ANGOLARE10012       ,REP01,REP01,BR ,/,95.3000
ANGOLARE12010       ,REP01,REP01,BR ,/,110.0000
ANGOLARE12012       ,REP01,REP01,BR ,/,260.6400
ANGOLARE15005       ,REP01,REP01,BR ,/,203.0000
ANGOLARE15010       ,REP01,REP01,BR ,/,203.0000
ANGOLARES35515005   ,REP01,REP01,BR ,/,203.0000
ANNA                ,,,,*,0.0000
ANTCIL              ,REP05,     ,,*,0.0000
AR040505ZB          ,REP05,     ,,*,0.0000
AREX0581            ,REP05,     ,,*,0.0000
AREX0653            ,REP05,     ,,*,0.0000
ARSBS050301060      ,REP05,     ,,*,0.0000
ARSENAL L           ,REP05,,,*,0.0000
ARSENAL M           ,REP05,     ,,*,0.0000
ARSENAL S           ,REP05,     ,,*,0.0000
ARSENAL XL          ,REP05,     ,,*,0.0000
ARSENAL XXL         ,REP05,,,*,0.0000
ARSENAL07           ,REP05,     ,,*,0.0000
ART. 24R            ,REP05,     ,,*,0.0000
ARU040001ZB         ,REP05,     ,,*,0.0000
ARU040002ZB         ,REP05,     ,,*,0.0000
ARU040005ZB         ,REP05,     ,,*,0.0000
ARU040009ZB         ,REP05,     ,,*,0.0000
ARU040010ZB         ,REP05,     ,,*,0.0000
ARU040011ZB         ,REP05,     ,,*,0.0000
ARU040012ZB         ,REP05,     ,,*,0.0000
ARU040013ZB         ,REP05,     ,,*,0.0000
ARU040015ZB         ,REP05,     ,,*,0.0000
ARU040101ZB         ,REP05,     ,,*,0.0000
ARU040102ZB         ,REP05,     ,,*,0.0000
ARU040104ZB         ,REP05,     ,,*,0.0000
ARU040106ZB         ,REP05,     ,,*,0.0000
ARU040108ZB         ,REP05,     ,,*,0.0000
ARU040110ZB         ,REP05,     ,,*,0.0000
ARU040111ZB         ,REP05,     ,,*,0.0000
ARU040202ZB         ,REP05,     ,,*,0.0000
ARU040207ZB         ,REP05,     ,,*,0.0000
ARU040209ZB         ,REP05,     ,,*,0.0000
ARU040501ZB         ,REP05,     ,,*,0.0000
ARU040502ZB         ,REP05,     ,,*,0.0000
ARU040503ZB         ,REP05,     ,,*,0.0000
ARU040504ZB         ,REP05,     ,,*,0.0000
ARU040601ZB         ,REP05,     ,,*,0.0000
ARU040602ZB         ,REP05,     ,,*,0.0000
ARU040603ZB         ,REP05,     ,,*,0.0000
ARU040604ZB         ,REP05,     ,,*,0.0000
ARU040605ZB         ,REP05,     ,,*,0.0000
ARU041501ZB         ,REP05,     ,,*,0.0000
ARU041504ZB         ,REP05,     ,,*,0.0000
ARU041508ZB         ,REP05,     ,,*,0.0000
ARU041509ZB         ,REP05,     ,,*,0.0000
ARU041510ZB         ,REP05,     ,,*,0.0000
ARU042001ZB         ,REP05,     ,,*,0.0000
ARU042003ZB         ,REP05,     ,,*,0.0000
ARU0422002ZB        ,REP05,     ,,*,0.0000
ARU042203ZB         ,REP05,     ,,*,0.0000
ARU0430004ZB        ,REP05,     ,,*,0.0000
ARU043003ZB         ,REP05,     ,,*,0.0000
ARU043005ZB         ,REP05,     ,,*,0.0000
ARU043006ZB         ,REP05,     ,,*,0.0000
ARU043007ZB         ,REP05,     ,,*,0.0000
ARU043602ZB         ,REP05,     ,,*,0.0000
ARU043603TR         ,REP05,     ,,*,0.0000
ARU043604ZB         ,REP05,     ,,*,0.0000
ARU0436602TR        ,REP05,     ,,*,0.0000
ARU044004ZB         ,REP05,     ,,*,0.0000
ARU075001ZB         ,REP05,     ,,*,0.0000
ARU075003ZB         ,REP05,     ,,*,0.0000
ARU0752002ZB        ,REP05,     ,,*,0.0000
ARU075201ZB         ,REP05,     ,,*,0.0000
ARU077201ZB         ,REP05,     ,,*,0.0000
ARU078401ZB         ,REP05,     ,,*,0.0000
AS001GZ             ,REP05,     ,,*,0.0000
AS020202AN          ,REP05,     ,,*,0.0000
AS030904            ,REP05,     ,,*,0.0000
AS030905AN          ,REP05,     ,,*,0.0000
AS030906AN          ,REP05,     ,,*,0.0000
AS030908AN          ,REP05,     ,,*,0.0000
AS031206AN          ,REP05,     ,,*,0.0000
AS031207AN          ,REP05,     ,,*,0.0000
AS031210AN          ,REP05,     ,,*,0.0000
AS031214AN          ,REP05,     ,,*,0.0000
AS031302AN          ,REP05,     ,,*,0.0000
AS031602AN          ,REP05,     ,,*,0.0000
AS0N12PA10151S      ,REP05,     ,,*,0.0000
ASC0028003ZB        ,REP05,     ,,*,0.0000
ASC028004ZB         ,REP05,     ,,*,0.0000
ASC029502VM         ,REP05,     ,,*,0.0000
ASC029504VM         ,REP05,     ,,*,0.0000
ASCOASPN1015-MA     ,REP05,     ,,*,0.0000
ASCOASPN151500      ,REP05,,,*,0.0000
AT023307            ,REP05,     ,,*,0.0000
ATTTDC0010          ,REP05,     ,,*,0.0000
ATTTDC0020          ,REP05,     ,,*,0.0000
AVO0901400250LCU    ,REP05,,,*,0.0000
AVO103100           ,REP05,     ,,*,0.0000
AVO10380            ,REP05,     ,,*,0.0000
AVO103BI200         ,REP05,     ,,*,0.0000
AVO103SE125         ,REP05,     ,,*,0.0000
AVO103SE150         ,REP05,     ,,*,0.0000
AVO105100X30        ,REP05,     ,,*,0.0000
AVO116080X30        ,REP05,,,*,0.0000
AVO118BIS100X30     ,REP05,     ,,*,0.0000
AVO118BIS80X30      ,REP05,     ,,*,0.0000
AVO118BISA100X30    ,REP05,     ,,*,0.0000
AVO118BISA80X30     ,REP05,     ,,*,0.0000
AVO118SANT100X30    ,REP05,     ,,*,0.0000
AVO118SANT80X30     ,REP05,     ,,*,0.0000
AVO118SEBIS125X40   ,REP05,     ,,*,0.0000
AVO118SEBIS150X40   ,REP05,     ,,*,0.0000
AVO118SEBISA125X40  ,REP05,     ,,*,0.0000
AVO118SEBISA150X40  ,REP05,     ,,*,0.0000
AVO118SSEANT125X40  ,REP05,     ,,*,0.0000
AVO118SSEANT150X40  ,REP05,     ,,*,0.0000
AVO14125X30         ,REP05,,,*,0.0000
AVO14300X70         ,REP05,     ,,*,0.0000
AVO1480X20          ,REP05,,,*,0.0000
AVO22100X25         ,REP05,     ,,*,0.0000
AVO22125X25         ,REP05,     ,,*,0.0000
AVO22150X30         ,REP05,     ,,*,0.0000
AVO22150X50         ,REP05,     ,,*,0.0000
AVO22200X40         ,REP05,     ,,*,0.0000
AVO2280X20          ,REP05,     ,,*,0.0000
AVO22A100X25        ,REP05,     ,,*,0.0000
AVO22A125X25        ,REP05,     ,,*,0.0000
AVO22A150X30        ,REP05,     ,,*,0.0000
AVO22A150X50        ,REP05,     ,,*,0.0000
AVO22A200X40        ,REP05,     ,,*,0.0000
AVO22A80X20         ,REP05,     ,,*,0.0000
AVO24ANT100X25      ,REP05,     ,,*,0.0000
AVO24ANT125X25      ,REP05,     ,,*,0.0000
AVO24ANT150X30      ,REP05,     ,,*,0.0000
AVO24ANT200X40      ,REP05,     ,,*,0.0000
AVO24ANT80X20       ,REP05,     ,,*,0.0000
AVO27125X40         ,REP05,     ,,*,0.0000
AVO29125X40         ,REP05,     ,,*,0.0000
AVO29200X40         ,REP05,,,*,0.0000
AVO41260            ,REP05,,,*,0.0000
AVO41P260X85        ,REP05,     ,,*,0.0000
AVO80100            ,REP05,     ,,*,0.0000
AVO8080             ,REP05,     ,,*,0.0000
AVO80A100           ,REP05,     ,,*,0.0000
AVO80A80            ,REP05,     ,,*,0.0000
AVO80BI200          ,REP05,     ,,*,0.0000
AVO80SE125          ,REP05,     ,,*,0.0000
AVO80SE150          ,REP05,     ,,*,0.0000
AVO80SEA125         ,REP05,     ,,*,0.0000
AVO80SEA150         ,REP05,     ,,*,0.0000
AVOEN23550          ,REP05,     ,,*,0.0000
AVOEN235BIS50       ,REP05,     ,,*,0.0000
AVOEN235BIS60       ,REP05,     ,,*,0.0000
AVOENSC23560        ,REP05,     ,,*,0.0000
AVOSC157B80         ,REP05,     ,,*,0.0000
AVOSC220BIS40       ,REP05,     ,,*,0.0000
AWACS-37            ,REP05,     ,,*,0.0000
AWACS-40            ,REP05,     ,,*,0.0000
AX0212060           ,REP05,     ,,*,0.0000
AX0214100           ,REP05,,,*,0.0000
AY0612045           ,REP05,,,*,0.0000
