codice_articolo,tipo_collo_1,tipo_collo_2,unita_misura_2,operatore_conversione,fattore_conversione
20030               ,REP05,     ,,*,0.0000
200300CZ0000006     ,REP05,     ,,*,0.0000
200300CZ0000008     ,REP05,     ,,*,0.0000
200300CZ0000010     ,REP05,     ,,*,0.0000
200300CZ0000012     ,REP05,     ,,*,0.0000
200300CZ0000014     ,REP05,     ,,*,0.0000
200300CZ0000016     ,REP05,     ,,*,0.0000
200300CZ0000018     ,REP05,     ,,*,0.0000
200300CZ0000020     ,REP05,     ,,*,0.0000
200300CZ0000022     ,REP05,     ,,*,0.0000
200300CZ0000024     ,REP05,     ,,*,0.0000
200300CZ0000027     ,REP05,     ,,*,0.0000
200300CZ0000030     ,REP05,     ,,*,0.0000
200300CZ0000033     ,REP05,     ,,*,0.0000
200300CZ0000039     ,REP05,,,*,0.0000
200300GZ0000005     ,REP05,     ,,*,0.0000
200300GZ0000008     ,REP05,     ,,*,0.0000
200300GZ0000010     ,REP05,,,*,0.0000
200300GZ000001040   ,REP05,,,*,0.0000
200300GZ0000012     ,REP05,     ,,*,0.0000
200300GZ0000014     ,REP05,,,*,0.0000
200300GZ0000016     ,REP05,,,*,0.0000
200300GZ0000020     ,REP05,     ,,*,0.0000
200300GZ0000624     ,REP05,     ,,*,0.0000
200300GZ0000832     ,REP05,,,*,0.0000
200300GZ0002472     ,REP05,,,*,0.0000
20031               ,REP05,     ,,*,0.0000
2003IBFM000265N     ,REP05,     ,,*,0.0000
2003IBFM0463042     ,REP05,     ,,*,0.0000
2003IBFM0463052     ,REP05,     ,,*,0.0000
2004000700001       ,REP05,,,*,0.0000
2004000700039       ,REP05,,,*,0.0000
2004000705072       ,REP05,,,*,0.0000
20040060508102      ,REP05,,,*,0.0000
2006012501          ,REP05,     ,,*,0.0000
2006022501          ,REP05,,,*,0.0000
200603001           ,REP05,     ,,*,0.0000
2006032501          ,REP05,     ,,*,0.0000
200625401           ,REP05,     ,,*,0.0000
20072               ,REP05,     ,,*,0.0000
20073               ,REP05,     ,,*,0.0000
2007TFCP0116060     ,REP05,,,*,0.0000
2007TFDE0210120     ,REP05,,,*,0.0000
200800000007803     ,REP05,     ,,*,0.0000
200889001           ,REP05,     ,,*,0.0000
2008CR2155FSSDX     ,REP05,     ,,*,0.0000
2008CR2155FSSSX     ,REP05,     ,,*,0.0000
2008FPTEST.SECR     ,REP05,     ,,*,0.0000
2009TFAR0100006     ,REP05,,,*,0.0000
2009TFAR0100008     ,REP05,,,*,0.0000
2009TFAR0100010     ,REP05,,,*,0.0000
2009TFAR0100012     ,REP05,,,*,0.0000
2009TFAR0100014     ,REP05,,,*,0.0000
2009TFAR0100016     ,REP05,,,*,0.0000
2009TFAR0100018     ,REP05,,,*,0.0000
2009TFAR0100020     ,REP05,,,*,0.0000
2009TFAR0100022     ,REP05,,,*,0.0000
2009TFAR0100024     ,REP05,,,*,0.0000
2009TFAR0100027     ,REP05,,,*,0.0000
2009TFAR0100030     ,REP05,,,*,0.0000
2009TFAR0100033     ,REP05,,,*,0.0000
2009TFARF1558816    ,REP05,,,*,0.0000
2009TFARF1558820    ,REP05,,,*,0.0000
2009TFARF1558824    ,REP05,,,*,0.0000
200C00011606008     ,REP05,     ,,*,0.0000
200C01302010001     ,REP05,     ,,*,0.0000
200I000000042/4     ,REP05,     ,,*,0.0000
200I000000158/8     ,REP05,,,*,0.0000
200IBFM0006700C     ,REP05,     ,,*,0.0000
200IBFM0067200A     ,REP05,     ,,*,0.0000
200IBFM0067200B     ,REP05,     ,,*,0.0000
200IBFM0067200C     ,REP05,     ,,*,0.0000
200IBFM0067300A     ,REP05,     ,,*,0.0000
200IBFM0067300B     ,REP05,     ,,*,0.0000
200IBFM39450100     ,REP05,     ,,*,0.0000
200TF0AC0606300     ,REP05,     ,,*,0.0000
200TS.115           ,REP05,     ,,*,0.0000
200TSEI00008X20     ,REP05,     ,,*,0.0000
200Y00068800701     ,REP05,     ,,*,0.0000
200Y00068800702     ,REP05,     ,,*,0.0000
200Y00068880701     ,REP05,     ,,*,0.0000
201000000710601     ,REP05,     ,,*,0.0000
201000000750152     ,REP05,     ,,*,0.0000
201000000760152     ,REP05,     ,,*,0.0000
201000000783353IFZ  ,REP05,,,*,0.0000
201000000990823     ,REP05,     ,,*,0.0000
20100000661604N     ,REP05,     ,,*,0.0000
20100000661704N     ,REP05,     ,,*,0.0000
201000011605008     ,REP05,     ,,*,0.0000
2010000661704NK     ,REP05,     ,,*,0.0000
201000663301704     ,REP05,     ,,*,0.0000
201000781351IFZ     ,REP05,     ,,*,0.0000
201000783251IFZ     ,REP05,     ,,*,0.0000
201000783301IFZ     ,REP05,     ,,*,0.0000
201000783351IFZ     ,REP05,     ,,*,0.0000
201000783380354     ,REP05,     ,,*,0.0000
201000783802252     ,REP05,     ,,*,0.0000
201000961110902     ,REP05,     ,,*,0.0000
201000961120902     ,REP05,     ,,*,0.0000
201000961901B4N     ,REP05,     ,,*,0.0000
201000961910902     ,REP05,     ,,*,0.0000
201000963120902     ,REP05,     ,,*,0.0000
201000963901B4N     ,REP05,     ,,*,0.0000
201000963910902     ,REP05,     ,,*,0.0000
201000981901BFZ     ,REP05,     ,,*,0.0000
201000983901BFZ     ,REP05,     ,,*,0.0000
20100BG             ,REP06,,M3 ,*,10.9000
20100ISEO0TES00     ,REP05,     ,,*,0.0000
201011837454501     ,REP05,     ,,*,0.0000
20109000            ,REP05,     ,,*,0.0000
2010981901BFZKA     ,REP05,     ,,*,0.0000
2010FTFK0102050     ,REP05,     ,,*,0.0000
2010TFCK0129022     ,REP05,     ,,*,0.0000
2010TFCK0135009     ,REP05,     ,,*,0.0000
2010TFCK0135022     ,REP05,     ,,*,0.0000
2010TFCK0135032     ,REP05,     ,,*,0.0000
2010TFCK0142013     ,REP05,     ,,*,0.0000
2010TFCK0142016     ,REP05,     ,,*,0.0000
2010TFCK0142019     ,REP05,     ,,*,0.0000
2010TFCK0142022     ,REP05,     ,,*,0.0000
2010TFCK0142025     ,REP05,     ,,*,0.0000
2010TFCK0142032     ,REP05,     ,,*,0.0000
2010TFCK0142045     ,REP05,     ,,*,0.0000
2010TFCK0148013     ,REP05,     ,,*,0.0000
2010TFCK0148019     ,REP05,     ,,*,0.0000
2010TFCK0148022     ,REP05,     ,,*,0.0000
2010TFCK0148025     ,REP05,     ,,*,0.0000
2010TFCK0148038     ,REP05,     ,,*,0.0000
2010TFCK0148045     ,REP05,     ,,*,0.0000
2010TFCK0155032     ,REP05,     ,,*,0.0000
201Y00067890601     ,REP05,     ,,*,0.0000
201Y00067890602     ,REP05,     ,,*,0.0000
201Y00068000501     ,REP05,     ,,*,0.0000
201Y00068000502     ,REP05,     ,,*,0.0000
201Y00068000601     ,REP05,     ,,*,0.0000
201Y00068000602     ,REP05,     ,,*,0.0000
201Y00068000701     ,REP05,     ,,*,0.0000
201Y00068000702     ,REP05,     ,,*,0.0000
201Y00068000801     ,REP05,     ,,*,0.0000
201Y00068000802     ,REP05,     ,,*,0.0000
201Y00068080601     ,REP05,     ,,*,0.0000
201Y00068080602     ,REP05,     ,,*,0.0000
201Y00068080701     ,REP05,     ,,*,0.0000
201Y00068080702     ,REP05,     ,,*,0.0000
201Y00068090601     ,REP05,     ,,*,0.0000
201Y00068090602     ,REP05,     ,,*,0.0000
201Y00068800601     ,REP05,     ,,*,0.0000
201Y00068800602     ,REP05,     ,,*,0.0000
201Y00068880601     ,REP05,     ,,*,0.0000
201Y00068880602     ,REP05,     ,,*,0.0000
201Y00068880702     ,REP05,     ,,*,0.0000
201Y00086890602     ,REP05,     ,,*,0.0000
201Y06880070205     ,REP05,     ,,*,0.0000
202/20              ,REP05,     ,,*,0.0000
202/30              ,REP05,     ,,*,0.0000
202/40              ,REP05,     ,,*,0.0000
202/50              ,REP05,     ,,*,0.0000
202/60              ,REP05,     ,,*,0.0000
202/70              ,REP05,     ,,*,0.0000
202000BMC002302     ,REP05,     ,,*,0.0000
202001090400501     ,REP05,     ,,*,0.0000
202001090401001     ,REP05,     ,,*,0.0000
20200530.80B        ,REP05,     ,,*,0.0000
202009470I757       ,REP05,     ,,*,0.0000
202009470I758       ,REP05,     ,,*,0.0000
2020094PA41C        ,REP05,     ,,*,0.0000
2020094PA446        ,REP05,     ,,*,0.0000
202082R6050509      ,REP05,     ,,*,0.0000
20209880025000      ,REP05,     ,,*,0.0000
20209880030000      ,REP05,     ,,*,0.0000
20209880035000      ,REP05,     ,,*,0.0000
2020F20930103N      ,REP05,     ,,*,0.0000
20270100200000V3    ,REP05,     ,,*,0.0000
202AB0005100035     ,REP05,     ,,*,0.0000
202AB0005100050     ,REP05,     ,,*,0.0000
202AB0005200020     ,REP05,     ,,*,0.0000
202AB0005200030     ,REP05,     ,,*,0.0000
202AB0005200035     ,REP05,     ,,*,0.0000
202AB0005200040     ,REP05,     ,,*,0.0000
202AB0005200050     ,REP05,     ,,*,0.0000
202AB0005200060     ,REP05,     ,,*,0.0000
202AB0005200070     ,REP05,     ,,*,0.0000
202AB000Y9B68015    ,REP05,     ,,*,0.0000
202AB000Y9B68215    ,REP05,     ,,*,0.0000
202AB005100060      ,REP05,     ,,*,0.0000
202AB005100070      ,REP05,     ,,*,0.0000
202AB009B680151     ,REP05,     ,,*,0.0000
202AB009B680152     ,REP05,     ,,*,0.0000
202AB05100025       ,REP05,     ,,*,0.0000
202AB70300160000V3  ,REP05,     ,,*,0.0000
202AB9861725080     ,REP05,     ,,*,0.0000
202AB9861730080     ,REP05,     ,,*,0.0000
202AB9861735080     ,REP05,     ,,*,0.0000
202AS0005200025     ,REP05,     ,,*,0.0000
202ASABMAO60700     ,REP05,     ,,*,0.0000
202ASABMDO709T00    ,REP05,     ,,*,0.0000
202I08209282874     ,REP05,     ,,*,0.0000
202I08209353574     ,REP05,     ,,*,0.0000
202I880930109       ,REP05,     ,,*,0.0000
202I880930309R6     ,REP05,     ,,*,0.0000
2030002             ,REP05,     ,,*,0.0000
2030005             ,REP05,     ,,*,0.0000
20300427SX00000     ,REP05,     ,,*,0.0000
20310305            ,REP05,     ,,*,0.0000
203C01130100501     ,REP05,     ,,*,0.0000
20400000090G017     ,REP05,     ,,*,0.0000
20400000090G021     ,REP05,     ,,*,0.0000
20400000090G027     ,REP05,     ,,*,0.0000
20400000090G033     ,REP05,     ,,*,0.0000
20400000090G042     ,REP05,     ,,*,0.0000
20400000090G048     ,REP05,     ,,*,0.0000
20400000090G060     ,REP05,     ,,*,0.0000
20400000090G076     ,REP05,     ,,*,0.0000
20400000090G089     ,REP05,     ,,*,0.0000
20400000090G101     ,REP05,     ,,*,0.0000
20400000090G114     ,REP05,     ,,*,0.0000
20400000180G042     ,REP05,     ,,*,0.0000
20400000180G048     ,REP05,     ,,*,0.0000
204000ME640903N     ,REP05,,,*,0.0000
204005CS10C         ,REP05,     ,,*,0.0000
204005CS120         ,REP05,     ,,*,0.0000
204005CS40          ,REP05,     ,,*,0.0000
204005CS60          ,REP05,     ,,*,0.0000
204005CS80          ,REP05,     ,,*,0.0000
20400N190600000     ,REP05,,,*,0.0000
2040N0440111000     ,REP05,,,*,0.0000
2040N0444401000     ,REP05,     ,,*,0.0000
2040N0448008000     ,REP05,,,*,0.0000
204AB0ME640900H     ,REP05,     ,,*,0.0000
20500ST54003001     ,REP05,     ,,*,0.0000
20500ST54270001     ,REP05,     ,,*,0.0000
20506               ,REP05,     ,,*,0.0000
20543               ,REP05,     ,,*,0.0000
20575               ,REP05,     ,,*,0.0000
20587               ,REP05,     ,,*,0.0000
2060003561001       ,REP05,     ,,*,0.0000
2060003561401       ,REP05,     ,,*,0.0000
2060003561601       ,REP05,,,*,0.0000
2060003561801       ,REP05,     ,,*,0.0000
2060003562001       ,REP05,,,*,0.0000
206000356601        ,REP05,     ,,*,0.0000
206000356801        ,REP05,,,*,0.0000
206000NF0053000     ,REP05,     ,,*,0.0000
206141100412        ,REP05,     ,,*,0.0000
206141100515        ,REP05,     ,,*,0.0000
206141100618        ,REP05,     ,,*,0.0000
206141100624        ,REP05,     ,,*,0.0000
206141100824        ,REP05,     ,,*,0.0000
2070004             ,REP05,     ,,*,0.0000
2070M72140100FR     ,REP05,     ,,*,0.0000
20783               ,REP05,     ,,*,0.0000
207E                ,REP05,     ,,*,0.0000
20852               ,REP05,     ,,*,0.0000
20939               ,REP05,     ,,*,0.0000
20969               ,REP05,     ,,*,0.0000
20982               ,REP05,     ,,*,0.0000
210/20              ,REP05,     ,,*,0.0000
210/30              ,REP05,     ,,*,0.0000
210/40              ,REP05,     ,,*,0.0000
210/50              ,REP05,,,*,0.0000
210/60              ,REP05,     ,,*,0.0000
210/70              ,REP05,,,*,0.0000
210000003004030     ,REP05,,,*,0.0000
210000MT242         ,REP05,,,*,0.0000
21000214637001      ,REP05,,,*,0.0000
21000420000000000033,REP05,     ,,*,0.0000
21000420000000000043,REP05,     ,,*,0.0000
21000420000000000083,REP05,     ,,*,0.0000
21000420000000000103,REP05,     ,,*,0.0000
21000420000000000123,REP05,     ,,*,0.0000
21000CHEFSCARPA     ,REP05,     ,,*,0.0000
21000IMA115X6.5     ,REP05,     ,,*,0.0000
21001001            ,REP05,     ,,*,0.0000
210010011           ,REP05,,,*,0.0000
21001059860         ,REP05,     ,,*,0.0000
210011837560        ,REP05,     ,,*,0.0000
2100145000000000MA33,REP05,     ,,*,0.0000
2100145000000000MA43,REP05,     ,,*,0.0000
2100145000000000MA63,REP05,     ,,*,0.0000
2100145000000000MA83,REP05,     ,,*,0.0000
210014500000000MA103,REP05,     ,,*,0.0000
210014500000000MA123,REP05,     ,,*,0.0000
210014500000000MA133,REP05,     ,,*,0.0000
21001450000000MAS120,REP05,     ,,*,0.0000
21001508100         ,REP05,,,*,0.0000
21001508120         ,REP05,,,*,0.0000
21001508140         ,REP05,,,*,0.0000
21001508160         ,REP05,,,*,0.0000
21001508180         ,REP05,     ,,*,0.0000
21001508200         ,REP05,     ,,*,0.0000
21001508220         ,REP05,     ,,*,0.0000
21001508240         ,REP05,     ,,*,0.0000
21001508260         ,REP05,     ,,*,0.0000
21001508300         ,REP05,     ,,*,0.0000
2100150880          ,REP05,,,*,0.0000
2100160080          ,REP05,     ,,*,0.0000
21002146312001      ,REP05,     ,,*,0.0000
2100215423201       ,REP05,     ,,*,0.0000
21003003            ,REP05,     ,,*,0.0000
21005               ,REP05,     ,,*,0.0000
2100501401009       ,REP05,     ,,*,0.0000
2100501401209       ,REP05,     ,,*,0.0000
2100501401409       ,REP05,     ,,*,0.0000
2100501401609       ,REP05,     ,,*,0.0000
2100501430003       ,REP05,     ,,*,0.0000
2100501481009       ,REP05,     ,,*,0.0000
2100501481209       ,REP05,     ,,*,0.0000
2100501481409       ,REP05,     ,,*,0.0000
2100501481609       ,REP05,     ,,*,0.0000
2100501481809       ,REP05,     ,,*,0.0000
2100501482009       ,REP05,     ,,*,0.0000
2100501483003       ,REP05,     ,,*,0.0000
2100502603003       ,REP05,     ,,*,0.0000
2100504482003       ,REP05,,,*,0.0000
21011603525         ,REP05,     ,,*,0.0000
21011603540         ,REP05,     ,,*,0.0000
2101160440          ,REP05,     ,,*,0.0000
2101160445          ,REP05,     ,,*,0.0000
2101160450          ,REP05,     ,,*,0.0000
21011604540         ,REP05,     ,,*,0.0000
21011604545         ,REP05,     ,,*,0.0000
21011604550         ,REP05,     ,,*,0.0000
21011604560         ,REP05,     ,,*,0.0000
2101160460          ,REP05,     ,,*,0.0000
2101160550          ,REP05,     ,,*,0.0000
2101160560          ,REP05,     ,,*,0.0000
2101160570          ,REP05,     ,,*,0.0000
2101160580          ,REP05,     ,,*,0.0000
210118372412        ,REP05,     ,,*,0.0000
210118372416        ,REP05,     ,,*,0.0000
210118372420        ,REP05,     ,,*,0.0000
21011837316         ,REP05,     ,,*,0.0000
21011837320         ,REP05,     ,,*,0.0000
21011837325         ,REP05,     ,,*,0.0000
21011837330         ,REP05,     ,,*,0.0000
210118373518        ,REP05,     ,,*,0.0000
210118373520        ,REP05,,,*,0.0000
210118373525        ,REP05,     ,,*,0.0000
210118373530        ,REP05,     ,,*,0.0000
210118373535        ,REP05,     ,,*,0.0000
210118373540        ,REP05,     ,,*,0.0000
210118373550        ,REP05,     ,,*,0.0000
21011837420         ,REP05,     ,,*,0.0000
21011837425         ,REP05,     ,,*,0.0000
21011837430         ,REP05,     ,,*,0.0000
21011837435         ,REP05,     ,,*,0.0000
21011837440         ,REP05,     ,,*,0.0000
21011837445         ,REP05,     ,,*,0.0000
210118374540        ,REP05,     ,,*,0.0000
210118374550        ,REP05,     ,,*,0.0000
210118374560        ,REP05,     ,,*,0.0000
210118374570        ,REP05,     ,,*,0.0000
21011837460         ,REP05,     ,,*,0.0000
210118375100        ,REP05,     ,,*,0.0000
21011837540         ,REP05,     ,,*,0.0000
21011837545         ,REP05,     ,,*,0.0000
21011837550         ,REP05,     ,,*,0.0000
21011837570         ,REP05,     ,,*,0.0000
21011837580         ,REP05,     ,,*,0.0000
21011837590         ,REP05,     ,,*,0.0000
210118376100        ,REP05,     ,,*,0.0000
210118376120        ,REP05,     ,,*,0.0000
210118376140        ,REP05,     ,,*,0.0000
210118376160        ,REP05,     ,,*,0.0000
21011837660         ,REP05,     ,,*,0.0000
21011837680         ,REP05,     ,,*,0.0000
210118673525        ,REP05,     ,,*,0.0000
210118673530        ,REP05,     ,,*,0.0000
210118673535        ,REP05,     ,,*,0.0000
210118673540        ,REP05,     ,,*,0.0000
21011867420         ,REP05,     ,,*,0.0000
21011867425         ,REP05,     ,,*,0.0000
21011867430         ,REP05,     ,,*,0.0000
21011867440         ,REP05,     ,,*,0.0000
21011867445         ,REP05,     ,,*,0.0000
21011867450         ,REP05,     ,,*,0.0000
21011867550         ,REP05,     ,,*,0.0000
21011867560         ,REP05,     ,,*,0.0000
21011867570         ,REP05,     ,,*,0.0000
21012116351301      ,REP05,     ,,*,0.0000
21012116351301S     ,REP05,,,*,0.0000
21012116351601      ,REP05,     ,,*,0.0000
21012116351601S     ,REP05,     ,,*,0.0000
21012116351901      ,REP05,     ,,*,0.0000
21012116351901S     ,REP05,     ,,*,0.0000
21012116359501      ,REP05,     ,,*,0.0000
21012116391301      ,REP05,     ,,*,0.0000
21012116391301S     ,REP05,     ,,*,0.0000
21012116391601      ,REP05,     ,,*,0.0000
21012116391601S     ,REP05,     ,,*,0.0000
21012116391901      ,REP05,,,*,0.0000
21012116391901S     ,REP05,,,*,0.0000
21012116392501      ,REP05,     ,,*,0.0000
21012116392501S     ,REP05,     ,,*,0.0000
21012116421601      ,REP05,     ,,*,0.0000
21012116421601S     ,REP05,,,*,0.0000
21012116421901      ,REP05,     ,,*,0.0000
21012116421901S     ,REP05,     ,,*,0.0000
21012116422501      ,REP05,     ,,*,0.0000
21012116422501S     ,REP05,     ,,*,0.0000
21012116482201      ,REP05,     ,,*,0.0000
21012116482201S     ,REP05,     ,,*,0.0000
21012116483201      ,REP05,     ,,*,0.0000
21012116483801      ,REP05,     ,,*,0.0000
21012116483801S     ,REP05,     ,,*,0.0000
21012126351301      ,REP05,     ,,*,0.0000
21012126351301S     ,REP05,     ,,*,0.0000
21012126352501      ,REP05,     ,,*,0.0000
21012126352501S     ,REP05,,,*,0.0000
21012126391601      ,REP05,     ,,*,0.0000
21012126391601S     ,REP05,     ,,*,0.0000
21012126391901      ,REP05,,,*,0.0000
21012126391901S     ,REP05,,,*,0.0000
21012126392501      ,REP05,     ,,*,0.0000
21012126392501S     ,REP05,,,*,0.0000
21012126393201      ,REP05,     ,,*,0.0000
21012126393201S     ,REP05,,,*,0.0000
21012126422201      ,REP05,     ,,*,0.0000
21012126423201      ,REP05,     ,,*,0.0000
21012126483201      ,REP05,,,*,0.0000
2101214359501       ,REP05,     ,,*,0.0000
2101214421301       ,REP05,     ,,*,0.0000
2101214421601       ,REP05,     ,,*,0.0000
2101214421901       ,REP05,     ,,*,0.0000
2101214422201       ,REP05,     ,,*,0.0000
2101214422501       ,REP05,     ,,*,0.0000
2101214481301       ,REP05,     ,,*,0.0000
2101214481601       ,REP05,     ,,*,0.0000
2101214481901       ,REP05,     ,,*,0.0000
2101214482201       ,REP05,     ,,*,0.0000
2101214482501       ,REP05,     ,,*,0.0000
2101214483801       ,REP05,     ,,*,0.0000
2101214484501       ,REP05,     ,,*,0.0000
210150828001        ,REP05,     ,,*,0.0000
21019200610002      ,REP05,     ,,*,0.0000
21019200611002      ,REP05,     ,,*,0.0000
21019200612002      ,REP05,,,*,0.0000
21019200613002      ,REP05,     ,,*,0.0000
21019200614001      ,REP05,,,*,0.0000
21019200615001      ,REP05,,,*,0.0000
21019200616001      ,REP05,,,*,0.0000
21019200618001      ,REP05,,,*,0.0000
21019200620001      ,REP05,,,*,0.0000
2101920063001       ,REP05,     ,,*,0.0000
2101920063501       ,REP05,     ,,*,0.0000
2101920064001       ,REP05,     ,,*,0.0000
2101920064501       ,REP05,     ,,*,0.0000
2101920065001       ,REP05,     ,,*,0.0000
2101920066001       ,REP05,     ,,*,0.0000
2101920067001       ,REP05,     ,,*,0.0000
2101920068001       ,REP05,,,*,0.0000
2101920069001       ,REP05,     ,,*,0.0000
2102153925          ,REP05,     ,,*,0.0000
210215423801        ,REP05,     ,,*,0.0000
210215483801        ,REP05,     ,,*,0.0000
210215485001        ,REP05,     ,,*,0.0000
210215553801        ,REP05,     ,,*,0.0000
210215554501        ,REP05,     ,,*,0.0000
210215555001        ,REP05,     ,,*,0.0000
210215636501        ,REP05,     ,,*,0.0000
21024               ,REP05,     ,,*,0.0000
21025               ,REP05,     ,,*,0.0000
21026               ,REP05,     ,,*,0.0000
21027               ,REP05,     ,,*,0.0000
21031               ,REP05,     ,,*,0.0000
2103342601          ,REP05,     ,,*,0.0000
2103342801          ,REP05,     ,,*,0.0000
21047               ,REP05,     ,,*,0.0000
21048               ,REP05,     ,,*,0.0000
21062               ,REP05,     ,,*,0.0000
210G00001151622     ,REP05,     ,,*,0.0000
210G00001153222     ,REP05,     ,,*,0.0000
210G00001156422     ,REP05,     ,,*,0.0000
210G00002301922     ,REP05,     ,,*,0.0000
210G00002307022     ,REP05,     ,,*,0.0000
210G000A4011522     ,REP05,     ,,*,0.0000
210G000A6011522     ,REP05,     ,,*,0.0000
210G000A8011522     ,REP05,     ,,*,0.0000
210I00001151622     ,REP05,,,*,0.0000
210I00002302022     ,REP05,     ,,*,0.0000
210I000A4011522     ,REP05,     ,,*,0.0000
210SERESS00PL04     ,REP05,     ,,*,0.0000
21100               ,REP05,     ,,*,0.0000
2110000000002.0     ,REP05,,NrE,*,400.0000
2110000000002.5     ,REP05,,NrE,*,275.0000
2110000000003.2     ,REP05,,,*,0.0000
2110000000004850    ,REP05,,,*,0.0000
21100000OK003.2     ,REP05,,,*,0.0000
21100AISI3086130    ,REP05,,,*,0.0000
21101               ,REP05,     ,,*,0.0000
2116352201          ,REP05,     ,,*,0.0000
2116352501          ,REP05,,,*,0.0000
2116359501S         ,REP05,     ,,*,0.0000
2116391601S         ,REP05,     ,,*,0.0000
2116392201          ,REP05,     ,,*,0.0000
2116393201          ,REP05,     ,,*,0.0000
2116421301          ,REP05,,,*,0.0000
2116422201          ,REP05,,,*,0.0000
2116423201          ,REP05,     ,,*,0.0000
2116481301          ,REP05,     ,,*,0.0000
2116481601          ,REP05,     ,,*,0.0000
2116481901          ,REP05,,,*,0.0000
2116482501          ,REP05,     ,,*,0.0000
2116483201          ,REP05,,,*,0.0000
2116484501S         ,REP05,     ,,*,0.0000
2116485001          ,REP05,     ,,*,0.0000
212000000015012     ,REP05,,,*,0.0000
212000600450        ,REP05,     ,,*,0.0000
2126351601          ,REP05,     ,,*,0.0000
2126351901          ,REP05,,,*,0.0000
2126352201          ,REP05,     ,,*,0.0000
2126353201          ,REP05,     ,,*,0.0000
2126353801          ,REP05,,,*,0.0000
2126391301          ,REP05,     ,,*,0.0000
2126392201          ,REP05,     ,,*,0.0000
2126393801          ,REP05,     ,,*,0.0000
2126394501          ,REP05,     ,,*,0.0000
2126395001          ,REP05,,,*,0.0000
2126421301          ,REP05,     ,,*,0.0000
2126421601          ,REP05,     ,,*,0.0000
2126421901          ,REP05,     ,,*,0.0000
2126422201          ,REP05,     ,,*,0.0000
2126422501          ,REP05,,,*,0.0000
2126423201          ,REP05,,,*,0.0000
2126423801          ,REP05,,,*,0.0000
2126424501          ,REP05,     ,,*,0.0000
2126425001          ,REP05,     ,,*,0.0000
2126481301          ,REP05,,,*,0.0000
2126481601          ,REP05,     ,,*,0.0000
2126481901          ,REP05,,,*,0.0000
2126482201          ,REP05,,,*,0.0000
2126482501          ,REP05,,,*,0.0000
2126483201          ,REP05,     ,,*,0.0000
2126483801          ,REP05,     ,,*,0.0000
2126484501          ,REP05,,,*,0.0000
2126485001          ,REP05,     ,,*,0.0000
2126486001          ,REP05,     ,,*,0.0000
21264870            ,REP05,     ,,*,0.0000
21264880            ,REP05,,,*,0.0000
2126552501          ,REP05,,,*,0.0000
213000000800/2      ,REP05,,,*,0.0000
213000002014005     ,REP05,     ,,*,0.0000
21300000HYDRO20     ,REP05,     ,,*,0.0000
2130000S8900        ,REP05,     ,,*,0.0000
213000107080917     ,REP05,     ,,*,0.0000
2130002026021       ,REP05,,kg.,*,2.4000
213000422077/CE     ,REP05,     ,,*,0.0000
213000422185/CE     ,REP05,     ,,*,0.0000
213000DICHETTI0     ,REP05,     ,,*,0.0000
213000SAFRI5        ,REP05,     ,,*,0.0000
213002138           ,REP05,     ,,*,0.0000
21300360014/CE      ,REP05,     ,,*,0.0000
21300471011/ND      ,REP05,     ,,*,0.0000
2130050855/63-08    ,REP05,     ,,*,0.0000
21300GS110/S09      ,REP05,     ,,*,0.0000
21300GS110/S10      ,REP05,     ,,*,0.0000
21300SAFARIGILET    ,REP05,     ,,*,0.0000
21300SOFY           ,REP05,     ,,*,0.0000
2130FELPASANLEO     ,REP05,     ,,*,0.0000
2130K25FAR          ,REP05,,,*,0.0000
2130POLOLNG         ,REP05,     ,,*,0.0000
213GS057-10         ,REP05,     ,,*,0.0000
2140000/4SV2110     ,REP05,     ,,*,0.0000
21400000000110      ,REP05,     ,,*,0.0000
21400000000120      ,REP05,     ,,*,0.0000
21400000000740      ,REP05,     ,,*,0.0000
214000000SIT202     ,REP05,     ,,*,0.0000
214000000SIT216     ,REP05,     ,,*,0.0000
2140000017050.18050 ,REP05,     ,,*,0.0000
2140000017050.20120 ,REP05,     ,,*,0.0000
214000001706016000  ,REP05,     ,,*,0.0000
2140000030123300    ,REP05,     ,,*,0.0000
214000005009.00     ,REP05,     ,,*,0.0000
214000008026100     ,REP05,     ,,*,0.0000
21400000CN30        ,REP05,     ,,*,0.0000
214000012221.40     ,REP05,     ,,*,0.0000
214000012221.50     ,REP05,     ,,*,0.0000
214000012221.60     ,REP05,     ,,*,0.0000
214000012221.80     ,REP05,     ,,*,0.0000
21400002210.03      ,REP05,     ,,*,0.0000
21400002210.04      ,REP05,     ,,*,0.0000
214000036008100     ,REP05,     ,,*,0.0000
214000036008125     ,REP05,     ,,*,0.0000
214000036010150     ,REP05,     ,,*,0.0000
214000036012175     ,REP05,     ,,*,0.0000
214000036014200     ,REP05,     ,,*,0.0000
2140000713750       ,REP05,     ,,*,0.0000
2140000CIL70220     ,REP05,     ,,*,0.0000
2140000K3800031     ,REP05,     ,,*,0.0000
214000107080927     ,REP05,     ,,*,0.0000
214000120012/ND     ,REP05,     ,,*,0.0000
21400023.0107X01S   ,REP05,     ,,*,0.0000
21400024.0110X015   ,REP05,     ,,*,0.0000
21400024.0112X175   ,REP05,     ,,*,0.0000
21400024.0210X001   ,REP05,     ,,*,0.0000
2140004/6SV2450     ,REP05,     ,,*,0.0000
2140004/6SV2550     ,REP05,     ,,*,0.0000
